id,log_price,property_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_has_profile_pic,host_identity_verified,number_of_reviews,review_scores_rating,bedrooms,beds
7638083,3.688879454,House,2,3,Real Bed,flexible,TRUE,LA,t,t,39,97,1,1
15662114,4.465908119,House,1,1,Real Bed,strict,FALSE,SF,t,f,48,89,1,1
3985660,5.135798437,House,2,1,Real Bed,strict,TRUE,LA,t,t,3,100,2,2
18793901,5.521460918,House,3,1,Real Bed,flexible,FALSE,LA,t,t,0,,1,1
4446116,4.094344562,Apartment,1,1,Real Bed,flexible,TRUE,NYC,t,t,10,91,1,1
17875156,5.192956851,House,6,2.5,Real Bed,strict,TRUE,DC,t,t,29,95,2,2
17933664,4.234106505,Apartment,2,1,Real Bed,flexible,TRUE,LA,t,t,6,100,1,1
7483031,3.912023005,House,1,1,Real Bed,moderate,TRUE,LA,t,t,6,100,1,1
1252327,4.934473933,Apartment,4,1,Real Bed,strict,TRUE,Boston,t,t,3,67,1,2
20269422,3.871201011,Apartment,2,1.5,Real Bed,flexible,FALSE,LA,t,f,2,90,1,1
16194801,5.703782475,Apartment,4,1,Real Bed,flexible,FALSE,NYC,t,t,1,100,2,2
20661577,5.521460918,Loft,2,1.5,Real Bed,strict,TRUE,LA,t,t,1,80,1,1
11731031,4.248495242,Apartment,2,1,Real Bed,flexible,FALSE,Chicago,t,f,25,96,1,2
17045913,5.703782475,House,4,1,Real Bed,flexible,FALSE,LA,t,f,2,100,1,1
18997047,4.48863637,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,80,92,1,1
14556850,4.941642423,Apartment,2,1,Real Bed,strict,FALSE,NYC,t,t,1,100,0,1
13750084,4.605170186,Apartment,2,1,Real Bed,moderate,TRUE,LA,t,t,41,99,1,1
12758519,5.857933154,House,5,1.5,Real Bed,strict,FALSE,DC,t,f,0,,3,4
4264049,5.062595033,Apartment,4,2.5,Real Bed,flexible,TRUE,LA,t,t,16,93,2,2
2461982,5.010635294,House,3,2,Real Bed,moderate,TRUE,LA,t,t,10,98,2,2
10863225,4.317488114,Apartment,3,1,Real Bed,strict,FALSE,NYC,t,t,42,98,1,1
12453248,4.49980967,Apartment,3,1,Real Bed,moderate,TRUE,DC,t,f,4,95,1,2
7064250,6.396929655,House,6,2.5,Real Bed,strict,TRUE,DC,t,t,2,100,3,4
2294594,4.86753445,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,t,13,100,1,1
356290,4.700480366,Apartment,4,1,Real Bed,moderate,TRUE,NYC,t,f,51,96,2,2
9342263,4.356708827,House,2,1,Real Bed,strict,FALSE,SF,t,f,6,80,1,1
6900415,4.49980967,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,t,12,97,1,1
437199,4.49980967,Apartment,2,1,Real Bed,moderate,TRUE,DC,t,f,0,,1,1
11775601,3.912023005,House,2,4,Real Bed,strict,TRUE,NYC,t,t,5,92,1,1
6055004,5.298317367,Apartment,2,1,Real Bed,strict,TRUE,SF,t,t,11,100,1,1
17957663,4.17438727,House,2,1,Real Bed,flexible,TRUE,LA,t,f,0,,1,1
6930780,6.683360946,House,16,3,Real Bed,strict,TRUE,Chicago,t,t,15,100,9,16
12862860,3.80666249,House,2,1,Real Bed,flexible,TRUE,NYC,t,f,2,100,1,2
17746914,3.218875825,House,4,2.5,Real Bed,flexible,TRUE,LA,t,t,0,,1,4
19808834,5.010635294,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,6,97,1,1
18564238,4.859812404,House,4,1,Real Bed,moderate,FALSE,LA,t,t,4,100,1,3
2263557,6.652863029,House,6,2.5,Real Bed,strict,TRUE,LA,t,t,8,98,3,3
17583304,6.829793738,House,12,5,Real Bed,strict,TRUE,LA,t,t,1,100,6,7
7309852,5.220355825,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,t,14,96,1,1
19745324,4.605170186,Apartment,2,1,Real Bed,flexible,TRUE,LA,t,f,2,100,1,1
9864884,5.298317367,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,t,20,89,1,2
15728520,4.248495242,House,2,1,Real Bed,moderate,TRUE,LA,t,t,7,100,1,1
11814174,4.007333185,Apartment,2,1,Real Bed,flexible,TRUE,LA,t,t,19,98,1,1
6915363,5.38907173,Apartment,4,1,Real Bed,moderate,TRUE,SF,t,f,0,,2,2
3932334,5.153291594,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,6,96,1,1
8889145,5.393627546,House,4,2,Real Bed,moderate,TRUE,LA,t,t,0,,2,2
10973773,4.8978398,Apartment,5,2,Real Bed,strict,TRUE,NYC,t,t,7,100,2,3
10792038,5.65248918,House,6,2.5,Real Bed,moderate,TRUE,DC,t,t,67,98,2,3
7839172,4.941642423,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,4,90,1,1
17223734,5.010635294,Apartment,4,1,Real Bed,flexible,FALSE,SF,t,t,0,,2,2
20663729,5.010635294,Apartment,4,1,Real Bed,strict,TRUE,NYC,t,f,0,,3,3
14824958,5.192956851,Apartment,4,1,Real Bed,flexible,TRUE,NYC,t,f,0,,0,2
1931912,4.17438727,Apartment,3,1.5,Real Bed,strict,TRUE,NYC,t,t,3,80,1,1
22354,4.248495242,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,t,20,98,1,1
19246114,4.624972813,House,4,1,Real Bed,moderate,TRUE,LA,t,t,50,91,1,1
4565981,4.442651256,Apartment,2,1,Real Bed,flexible,TRUE,SF,t,t,0,,1,1
8323776,5.105945474,Apartment,5,1.5,Real Bed,strict,TRUE,NYC,t,t,10,100,1,3
18077803,6.194405391,Loft,8,1,Real Bed,strict,TRUE,NYC,t,f,5,96,3,4
15067247,5.068904202,Apartment,4,1,Pull-out Sofa,strict,TRUE,Boston,t,f,25,91,1,1
11230266,6.907755279,House,2,1,Real Bed,flexible,FALSE,LA,t,f,0,,1,1
20495736,7.13089883,House,6,5.5,Real Bed,flexible,TRUE,LA,t,f,1,100,4,4
17242933,3.496507561,House,2,1,Real Bed,moderate,TRUE,LA,t,t,12,87,1,1
2943995,5.225746674,Apartment,4,1,Real Bed,moderate,TRUE,NYC,t,f,29,92,0,1
15174230,3.555348061,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,f,6,83,1,1
2088912,5.298317367,Apartment,2,2,Real Bed,flexible,FALSE,NYC,t,f,0,,2,2
6337539,4.700480366,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,13,88,1,1
16916679,4.787491743,Apartment,5,1,Real Bed,strict,TRUE,NYC,t,t,15,96,1,1
11801738,4.477336814,House,2,1,Real Bed,moderate,TRUE,LA,t,t,120,95,1,1
18161481,4.007333185,Apartment,2,2,Real Bed,strict,FALSE,NYC,t,t,0,,1,1
17285926,5.252273428,Townhouse,4,1,Real Bed,strict,TRUE,LA,t,t,3,100,1,3
6070899,4.369447852,Apartment,2,1,Real Bed,moderate,TRUE,LA,t,t,97,99,1,1
1984254,3.80666249,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,f,14,93,3,3
11626239,4.941642423,Apartment,2,1,Real Bed,flexible,FALSE,SF,t,f,0,,1,1
4411942,4.007333185,House,2,1,Real Bed,flexible,FALSE,Chicago,t,t,7,100,1,1
20538783,4.905274778,Apartment,6,1,Real Bed,strict,TRUE,NYC,t,t,29,87,0,4
20790125,5.176149733,Apartment,1,1.5,Futon,flexible,FALSE,SF,t,f,0,,1,1
16123830,5.38907173,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,6,90,0,1
1673346,3.891820298,House,2,1,Real Bed,strict,TRUE,LA,t,t,12,97,1,1
12133746,4.17438727,House,2,1.5,Real Bed,moderate,TRUE,LA,t,t,66,97,1,1
17622447,3.80666249,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,21,98,1,1
14314562,4.442651256,Apartment,3,1,Real Bed,flexible,TRUE,LA,t,t,1,100,1,1
12129245,5.416100402,House,2,1,Real Bed,flexible,FALSE,LA,t,t,0,,1,1
9958442,4.852030264,Apartment,3,1,Real Bed,moderate,TRUE,DC,t,t,21,99,1,1
20553865,3.555348061,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,f,2,90,0,1
9187501,4.248495242,Apartment,3,1,Real Bed,strict,FALSE,LA,t,f,14,82,1,1
6796530,4.86753445,Apartment,2,1,Real Bed,strict,FALSE,NYC,t,t,5,92,1,1
10576172,4.787491743,House,2,1,Real Bed,strict,TRUE,LA,t,f,3,100,1,1
4587321,5.298317367,Apartment,4,1,Real Bed,moderate,TRUE,SF,t,t,4,87,1,2
13006732,5.010635294,Apartment,2,1,Pull-out Sofa,flexible,TRUE,NYC,t,t,21,88,0,1
20795854,4.248495242,House,2,2.5,Real Bed,moderate,TRUE,Boston,t,t,96,92,1,1
13802699,5.272999559,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,t,85,97,0,1
19068995,5.768320996,Apartment,2,1.5,Real Bed,moderate,TRUE,SF,t,f,1,,1,1
12471348,4.477336814,House,3,1,Real Bed,strict,TRUE,LA,t,t,12,93,1,1
12322923,5.267858159,Apartment,3,1,Real Bed,flexible,TRUE,NYC,t,t,5,95,2,2
9636523,4.317488114,Apartment,3,1,Real Bed,moderate,TRUE,DC,t,t,0,,1,2
17968140,4.59511985,Apartment,2,1,Real Bed,flexible,FALSE,LA,t,t,13,82,0,1
9944808,5.010635294,Apartment,1,1,Real Bed,flexible,TRUE,NYC,t,t,0,,1,1
5862599,6.109247583,Apartment,4,1.5,Real Bed,strict,TRUE,NYC,t,t,2,100,3,3
4287765,4.060443011,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,8,93,1,1
10483785,4.317488114,House,1,1,Real Bed,flexible,FALSE,DC,t,t,1,100,1,1
255701,5.521460918,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,2,90,0,2
7499378,5.926926026,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,12,98,1,1
17402726,3.33220451,Townhouse,2,1,Real Bed,flexible,FALSE,LA,t,t,13,71,1,1
10811560,4.941642423,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,5,90,0,1
13078154,4.905274778,Apartment,3,1,Real Bed,moderate,TRUE,LA,t,t,0,,1,2
13094690,5.598421959,Apartment,4,1,Real Bed,moderate,TRUE,DC,t,t,5,100,1,1
6837529,4.007333185,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,17,95,1,1
19302477,4.624972813,House,2,1,Real Bed,moderate,TRUE,LA,t,t,80,99,1,1
568304,4.605170186,Apartment,4,1,Real Bed,moderate,TRUE,LA,t,t,6,96,1,1
3111849,4.317488114,House,4,1,Real Bed,strict,TRUE,LA,t,t,38,99,1,2
14237838,4.905274778,Apartment,2,0.5,Real Bed,flexible,FALSE,SF,t,f,0,,1,1
13959832,4.553876892,House,2,1,Real Bed,strict,TRUE,LA,t,t,1,,1,1
8630054,4.59511985,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,f,44,95,1,1
9550310,4.744932128,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,0,,1,1
12274909,5.105945474,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,4,100,1,1
10343745,4.007333185,Apartment,2,1,Real Bed,flexible,FALSE,LA,t,f,0,,1,1
16844029,5.288267031,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,t,0,,1,1
17776905,4.17438727,Apartment,1,1,Real Bed,strict,TRUE,Boston,t,t,12,92,1,1
20604857,4.290459441,Apartment,2,1,Real Bed,strict,TRUE,LA,t,t,1,100,1,1
20754111,5.298317367,House,2,1,Real Bed,strict,TRUE,Chicago,t,t,0,,1,1
4849266,4.382026635,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,22,78,1,1
9441532,5.187385806,Apartment,5,2,Real Bed,strict,TRUE,LA,t,t,0,,2,2
20158200,5.634789603,Apartment,4,1,Real Bed,flexible,TRUE,NYC,t,t,5,87,2,2
19049402,5.370638028,Apartment,5,2,Real Bed,moderate,TRUE,DC,t,t,3,87,2,2
17570802,5.703782475,Apartment,2,1,Real Bed,flexible,FALSE,SF,t,t,0,,0,1
15706750,4.234106505,House,4,1,Real Bed,strict,FALSE,Chicago,t,t,52,90,1,1
17806992,5.176149733,Apartment,2,1.5,Real Bed,moderate,TRUE,LA,t,t,2,80,1,1
19454613,5.783825182,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,2,100,1,1
19115864,5.666426688,House,10,2.5,Real Bed,strict,TRUE,LA,t,t,7,100,4,6
15529123,5.164785974,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,74,93,0,1
20603008,5.700443573,House,7,2,Real Bed,strict,TRUE,LA,t,t,26,91,3,4
16456128,3.713572067,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,t,13,95,1,1
7592433,4.828313737,Apartment,4,1,Real Bed,strict,TRUE,Chicago,t,f,7,100,2,2
466300,5.010635294,Apartment,4,1,Real Bed,strict,FALSE,NYC,t,t,7,83,1,1
4647788,4.094344562,Apartment,4,0,Real Bed,strict,TRUE,NYC,t,t,1,40,1,2
4294546,4.553876892,Apartment,4,1,Real Bed,flexible,FALSE,NYC,t,t,0,,1,2
13434962,3.688879454,House,2,1,Real Bed,strict,TRUE,NYC,t,t,56,82,1,1
17027290,4.859812404,Townhouse,5,1,Real Bed,strict,TRUE,LA,t,t,33,93,2,2
1651611,4.49980967,Apartment,1,1,Futon,strict,TRUE,NYC,t,t,4,95,1,1
9810237,4.787491743,Apartment,4,1,Real Bed,strict,TRUE,LA,t,t,76,93,1,2
3660983,5.416100402,Apartment,3,1,Real Bed,flexible,FALSE,Boston,t,t,0,,1,1
16102130,3.80666249,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,1,80,1,1
17483093,4.990432587,Apartment,6,1,Real Bed,strict,TRUE,Boston,t,t,74,90,1,3
10683343,4.59511985,Townhouse,1,1,Real Bed,strict,TRUE,NYC,t,t,4,100,1,1
842697,4.59511985,Apartment,3,1,Real Bed,flexible,FALSE,LA,f,f,0,,0,2
18485633,3.401197382,Apartment,1,1.5,Real Bed,strict,FALSE,DC,t,f,0,,1,1
5041693,5.164785974,Apartment,2,1,Real Bed,moderate,TRUE,DC,t,f,0,,1,1
5262509,4.605170186,Apartment,1,1,Real Bed,flexible,TRUE,NYC,t,f,24,89,1,1
9413861,4.369447852,Apartment,4,1,Real Bed,strict,TRUE,Boston,t,t,105,96,1,2
18928246,5.105945474,Apartment,4,1,Real Bed,strict,TRUE,Boston,t,f,41,91,1,2
14274809,5.225746674,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,14,99,1,1
12749596,4.158883083,Apartment,3,1,Real Bed,strict,TRUE,LA,t,t,5,95,0,1
15450304,5.80814249,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,f,0,,1,1
14276563,4.859812404,Apartment,2,1,Real Bed,flexible,TRUE,LA,t,f,75,94,1,1
11738926,4.543294782,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,t,5,100,1,1
4589167,5.272999559,Loft,6,1,Real Bed,strict,TRUE,NYC,t,f,8,98,2,3
8908984,4.406719247,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,18,77,1,1
18962382,4.007333185,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,13,97,1,1
4537500,3.80666249,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,7,97,1,1
18377570,3.688879454,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,t,0,,1,1
18358666,4.941642423,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,35,98,1,1
3400999,4.442651256,House,2,1,Real Bed,flexible,FALSE,LA,t,t,3,100,1,1
17048228,5.298317367,Apartment,4,1,Real Bed,moderate,TRUE,NYC,t,t,9,100,1,1
8921938,3.17805383,Apartment,5,1,Real Bed,strict,TRUE,NYC,t,f,29,82,1,2
3867014,5.236441963,House,5,1,Real Bed,strict,TRUE,SF,t,t,2,70,2,1
14446171,5.298317367,Apartment,4,1,Real Bed,strict,TRUE,Boston,t,t,5,96,2,2
6085109,5.272999559,Apartment,4,2,Real Bed,strict,TRUE,LA,t,t,11,95,3,3
14800664,3.80666249,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,f,13,100,1,2
9788783,5.075173815,Apartment,2,2,Real Bed,strict,TRUE,NYC,t,t,8,98,1,1
18585120,4.59511985,Apartment,7,1.5,Real Bed,strict,TRUE,LA,t,t,126,92,2,4
11317731,5.59471138,Apartment,5,1,Real Bed,strict,TRUE,NYC,t,t,22,95,1,3
4710429,5.926926026,Apartment,5,1,Real Bed,strict,TRUE,LA,t,t,4,93,2,3
16479217,6.107022888,Apartment,12,2,Real Bed,strict,TRUE,SF,t,t,8,80,2,9
619142,4.276666119,House,4,1,Real Bed,strict,TRUE,LA,t,f,44,96,2,2
4848854,5.703782475,Apartment,6,2,Real Bed,moderate,TRUE,LA,t,t,0,,3,4
4632133,4.605170186,Apartment,2,1,Real Bed,moderate,TRUE,SF,t,t,5,92,1,1
11677713,5.501258211,Apartment,6,1,Real Bed,flexible,TRUE,NYC,t,t,12,97,2,2
855919,4.65396035,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,f,5,92,0,2
14556629,3.951243719,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,t,23,97,1,1
13167621,4.17438727,House,1,1,Real Bed,strict,TRUE,LA,t,t,28,99,1,1
20639311,6.184148891,Apartment,6,1,Real Bed,strict,TRUE,NYC,t,t,11,98,2,3
178395,5.192956851,Apartment,5,1,Real Bed,moderate,FALSE,NYC,t,t,0,,1,3
13329419,4.624972813,Apartment,3,1,Real Bed,strict,TRUE,LA,t,t,6,87,0,2
13493075,4.234106505,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,t,2,100,1,1
8520094,5.010635294,Loft,3,1,Real Bed,moderate,TRUE,LA,t,t,10,100,1,1
13572767,4.828313737,House,10,2,Real Bed,strict,TRUE,NYC,t,t,41,90,3,7
9426300,4.094344562,House,3,1,Real Bed,flexible,FALSE,LA,t,f,0,,1,1
2098060,3.912023005,House,2,1,Real Bed,moderate,TRUE,LA,t,f,9,91,1,1
21170173,4.605170186,House,3,1,Real Bed,moderate,TRUE,LA,t,f,30,90,1,1
10801094,4.007333185,Apartment,1,1,Real Bed,flexible,TRUE,NYC,t,t,6,97,1,1
20635250,4.828313737,Apartment,1,1,Real Bed,moderate,TRUE,SF,t,t,41,94,0,1
19892423,5.036952602,House,8,1,Real Bed,moderate,TRUE,LA,t,t,21,98,3,4
10227627,3.912023005,Townhouse,1,1,Couch,moderate,TRUE,LA,t,f,0,,1,1
16812735,5.129898715,House,3,1,Real Bed,moderate,TRUE,LA,t,t,16,99,1,1
8680648,3.36729583,Apartment,2,1,Real Bed,strict,FALSE,NYC,t,t,24,97,1,1
8899565,4.204692619,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,t,10,96,1,1
2082670,5.105945474,Apartment,4,1,Real Bed,flexible,TRUE,LA,t,t,7,100,1,1
12580933,4.17438727,House,4,2.5,Real Bed,strict,TRUE,Boston,t,t,366,88,1,2
9529662,4.094344562,Apartment,1,1,Real Bed,flexible,FALSE,NYC,t,f,0,,1,1
20390763,4.060443011,House,2,1,Real Bed,strict,FALSE,NYC,t,t,60,93,1,1
11223568,4.094344562,Apartment,1,1,Futon,flexible,FALSE,Chicago,t,t,0,,1,1
4350688,4.605170186,Apartment,2,1,Real Bed,flexible,FALSE,NYC,f,f,0,,1,1
20312539,3.688879454,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,4,90,1,1
20762692,5.247024072,Apartment,3,1,Real Bed,moderate,TRUE,NYC,t,t,0,,2,2
2424199,4.234106505,Apartment,3,1,Pull-out Sofa,moderate,TRUE,NYC,t,t,110,91,1,1
6363099,4.234106505,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,f,11,91,1,1
6129236,5.857933154,House,6,2,Real Bed,strict,TRUE,DC,t,t,22,98,4,3
16026033,4.859812404,Apartment,5,1,Real Bed,strict,TRUE,NYC,t,t,9,98,2,2
15646480,4.700480366,Apartment,2,1,Real Bed,moderate,TRUE,SF,t,f,0,,1,1
9768159,5.075173815,Apartment,2,1,Real Bed,moderate,TRUE,DC,t,f,16,98,1,1
6124097,4.59511985,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,t,5,96,1,1
12101959,4.317488114,House,2,2,Real Bed,strict,TRUE,LA,t,t,0,,3,3
16814900,4.442651256,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,71,94,1,1
18138076,4.553876892,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,f,6,97,0,1
13155252,6.309918278,Apartment,8,2,Real Bed,moderate,TRUE,SF,t,t,167,97,3,5
2872288,3.761200116,Loft,1,2,Real Bed,strict,TRUE,NYC,t,t,12,93,1,1
3242622,6.684611728,House,6,2,Real Bed,flexible,FALSE,SF,t,f,0,,3,3
4558050,4.787491743,Apartment,4,1,Real Bed,flexible,FALSE,Boston,t,t,4,80,2,2
19661554,5.293304825,House,4,1,Real Bed,moderate,TRUE,NYC,t,t,60,88,1,2
11035889,4.317488114,Apartment,2,1,Real Bed,strict,TRUE,LA,t,t,0,,1,1
15800923,4.828313737,Apartment,4,1,Real Bed,strict,TRUE,LA,t,t,0,,1,1
3998646,5.010635294,Apartment,6,1,Real Bed,strict,TRUE,LA,t,t,12,95,1,3
41513,4.382026635,Apartment,2,1,Real Bed,strict,TRUE,LA,t,t,10,100,1,1
19611015,5.164785974,Apartment,3,1,Real Bed,moderate,TRUE,NYC,t,t,0,,1,2
17049003,4.234106505,House,2,1,Real Bed,moderate,TRUE,DC,t,t,46,97,1,1
13357698,4.49980967,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,0,,1,1
19978946,4.49980967,Townhouse,2,3,Real Bed,flexible,FALSE,LA,t,f,0,,1,1
16216301,4.828313737,Apartment,2,2,Real Bed,flexible,FALSE,Boston,t,f,0,,1,1
13764238,4.49980967,Apartment,2,1,Real Bed,moderate,TRUE,LA,t,t,22,99,1,1
11109046,5.164785974,Apartment,2,1,Real Bed,strict,FALSE,NYC,t,t,36,98,1,1
13510223,4.48863637,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,t,82,91,2,1
16479443,4.094344562,Apartment,2,1,Real Bed,strict,TRUE,LA,t,f,0,,1,1
12287938,4.934473933,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,f,66,95,1,1
11638464,5.433722004,Apartment,4,1,Real Bed,strict,TRUE,NYC,t,t,14,93,0,2
10881844,5.669880923,House,6,2,Real Bed,strict,TRUE,LA,t,t,5,100,3,3
18225912,4.828313737,Apartment,4,1,Real Bed,moderate,TRUE,LA,t,t,12,100,1,2
1749432,4.204692619,House,2,1,Real Bed,strict,TRUE,SF,t,t,67,92,1,1
9315067,4.828313737,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,f,0,,0,1
10836399,3.713572067,House,2,1,Real Bed,strict,TRUE,NYC,t,f,21,92,1,1
17160522,5.164785974,Apartment,4,1,Real Bed,strict,TRUE,NYC,t,t,6,100,2,2
6098253,4.477336814,House,2,1,Real Bed,strict,TRUE,SF,t,t,66,100,1,1
15624697,4.110873864,Apartment,2,1,Real Bed,flexible,FALSE,DC,t,f,0,,1,1
14202881,3.912023005,Apartment,4,1,Real Bed,strict,TRUE,Chicago,t,t,20,100,2,2
14453434,5.616771098,House,3,1,Real Bed,moderate,TRUE,SF,t,f,2,100,1,1
15983120,3.688879454,Apartment,1,1,Real Bed,moderate,FALSE,NYC,t,t,4,100,1,1
2550991,4.060443011,House,2,1,Real Bed,moderate,TRUE,LA,t,t,83,95,1,1
13766525,4.65396035,House,2,1,Real Bed,strict,TRUE,DC,t,t,39,92,0,1
11475865,4.17438727,Apartment,1,1,Real Bed,moderate,TRUE,NYC,t,t,1,100,1,1
7416214,5.298317367,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,t,18,96,1,1
11816750,4.983606622,Apartment,2,1,Real Bed,flexible,FALSE,LA,t,t,1,100,1,1
9534367,4.605170186,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,t,0,,1,1
8842752,5.298317367,Apartment,4,1,Real Bed,strict,TRUE,NYC,t,t,2,100,1,3
1472559,5.517452896,Apartment,6,2,Real Bed,strict,TRUE,LA,t,t,2,100,2,6
18786789,5.043425117,Apartment,3,1,Real Bed,flexible,TRUE,NYC,t,t,23,99,0,1
729771,4.248495242,Apartment,2,1,Real Bed,moderate,TRUE,LA,t,f,16,99,1,1
11223381,5.517452896,Apartment,8,2,Real Bed,strict,TRUE,LA,t,t,35,92,2,5
8171965,5.521460918,Apartment,3,1,Real Bed,strict,TRUE,SF,t,t,2,100,1,1
15241968,4.787491743,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,f,3,87,1,1
15299001,5.164785974,Apartment,2,1,Real Bed,flexible,TRUE,NYC,t,t,3,93,0,1
14286690,5.521460918,House,5,1.5,Real Bed,moderate,TRUE,SF,t,t,7,94,2,3
4549627,4.86753445,Apartment,2,1,Real Bed,moderate,TRUE,NYC,t,t,55,99,1,1
11275661,5.513428746,Apartment,5,1,Real Bed,moderate,TRUE,LA,t,t,4,100,1,4
15400940,4.317488114,Apartment,3,1,Real Bed,moderate,FALSE,NYC,t,t,3,100,0,1
7438006,3.737669618,House,2,1.5,Real Bed,flexible,FALSE,DC,t,f,9,84,1,1
18271509,2.890371758,House,1,1,Real Bed,moderate,FALSE,LA,t,f,6,93,1,1
7094961,5.616771098,Apartment,2,1,Real Bed,flexible,FALSE,NYC,t,t,0,,1,1
19892918,4.65396035,Apartment,2,1,Real Bed,strict,TRUE,Boston,t,t,11,98,1,1
10998071,4.094344562,Apartment,1,1,Real Bed,flexible,FALSE,NYC,t,t,1,100,1,1
18063783,4.025351691,Apartment,3,1,Real Bed,strict,TRUE,NYC,t,t,4,60,1,2
2277754,4.317488114,Apartment,3,1,Real Bed,moderate,TRUE,Chicago,t,t,22,97,1,2
19575925,5.209486153,House,4,1,Real Bed,strict,TRUE,LA,t,t,1,100,2,2
13771246,4.787491743,House,2,1,Real Bed,strict,TRUE,NYC,t,t,11,95,1,1
10495335,4.234106505,Apartment,1,1,Real Bed,flexible,FALSE,NYC,t,t,36,93,1,1
18499074,4.787491743,Apartment,4,1,Real Bed,strict,TRUE,NYC,t,t,13,98,1,2
6291522,5.298317367,Apartment,8,1,Real Bed,strict,TRUE,NYC,t,t,1,100,2,4
20910718,4.094344562,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,0,,1,1
3842716,4.605170186,House,6,1,Real Bed,strict,TRUE,LA,t,t,107,98,1,5
9028399,4.094344562,Apartment,4,1,Real Bed,moderate,TRUE,NYC,t,t,3,87,1,2
11032588,4.317488114,Apartment,2,1,Real Bed,strict,TRUE,NYC,t,f,49,96,1,1
15939106,3.891820298,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,t,90,91,1,1
9219530,5.433722004,Apartment,4,1,Real Bed,flexible,TRUE,SF,t,f,12,97,0,2
11318983,4.86753445,Apartment,2,1,Real Bed,moderate,FALSE,NYC,t,t,0,,1,2
4196767,5.298317367,Apartment,5,1,Real Bed,strict,TRUE,LA,t,t,2,100,1,3
13082409,5.517452896,Apartment,7,1.5,Real Bed,moderate,TRUE,Chicago,t,t,10,100,2,2
19875381,4.007333185,Apartment,1,1,Real Bed,moderate,TRUE,NYC,,,25,89,1,1
17892443,5.38907173,Apartment,3,1,Real Bed,moderate,TRUE,NYC,t,f,2,100,1,1
12093246,3.044522438,Apartment,1,1,Real Bed,strict,TRUE,NYC,t,t,6,95,1,1
12231098,4.553876892,Townhouse,4,1,Real Bed,strict,TRUE,NYC,t,t,40,95,1,3
