student_id,age,programme_level,nationality_group,boarding_status,attendance_rate,assessment_completion_rate,current_grade,lms_engagement_score,wellbeing_flag,safeguarding_flag,intervention_count,guardian_contact_complete,record_completeness_score,access_review_overdue_flag,academic_risk_level
STU001084,18,Foundation,International,Boarding,0.827,0.654,67.9,0.58,True,False,2,True,0.709,False,High
STU001085,18,EAP,UK,Day,0.782,0.658,78.6,0.737,True,False,2,True,0.703,False,High
STU001086,17,A-Level,UK,Boarding,0.946,0.81,68.0,0.696,False,False,0,False,0.813,False,Medium
STU001087,18,A-Level,International,Homestay,0.829,0.745,80.8,0.668,False,False,2,False,0.854,False,Medium
STU001088,15,GCSE,International,Day,0.943,0.738,74.6,0.832,True,False,3,True,0.88,False,Medium
STU001089,18,EAP,EU,Day,0.885,0.821,83.5,0.658,False,False,1,True,0.973,False,Low
STU001090,15,GCSE,International,Day,0.854,0.705,65.3,0.71,False,False,2,True,0.906,False,Medium
STU001091,19,EAP,International,Day,0.938,0.85,88.0,0.879,False,False,1,False,0.655,False,Low
STU001092,17,A-Level,UK,Boarding,0.902,0.889,72.5,0.787,False,False,0,True,0.939,False,Low
STU001093,16,A-Level,UK,Boarding,0.914,0.874,85.4,0.69,False,True,2,True,0.62,True,Medium
STU001094,17,A-Level,EU,Day,0.76,0.812,72.6,0.736,False,False,1,True,0.905,True,Medium
STU001095,15,GCSE,International,Homestay,0.936,0.637,72.4,0.628,False,False,4,True,0.837,False,Medium
STU001096,15,GCSE,UK,Day,0.864,0.738,78.1,0.66,False,False,1,True,0.927,False,Medium
STU001097,15,GCSE,International,Homestay,0.903,0.784,76.4,0.927,False,False,2,True,0.782,True,Low
STU001098,16,GCSE,UK,Day,0.894,0.742,84.3,0.809,False,False,0,True,0.779,True,Low
STU001099,18,Foundation,EU,Boarding,0.994,0.827,92.7,0.828,False,False,0,True,0.726,False,Low
STU001100,18,A-Level,International,Day,0.77,0.723,63.4,0.75,False,False,1,True,0.832,True,Medium
STU001101,15,GCSE,International,Day,1.0,0.779,77.4,0.683,False,False,1,True,0.794,False,Low
STU001102,19,EAP,UK,Homestay,0.949,0.66,74.9,0.861,False,False,0,True,0.688,True,Medium
STU001103,19,Foundation,UK,Day,0.911,0.825,73.5,0.736,False,False,1,False,0.548,False,Medium
STU001104,17,EAP,EU,Homestay,0.76,0.667,65.7,0.651,True,False,3,True,0.738,False,High
STU001105,18,EAP,UK,Boarding,0.783,0.846,81.0,0.737,False,False,1,True,0.812,False,Medium
STU001106,14,GCSE,UK,Homestay,0.861,0.738,69.4,0.645,False,False,3,True,0.872,True,Medium
STU001107,17,A-Level,International,Homestay,0.894,0.659,83.8,0.769,False,True,2,True,0.623,False,Medium
STU001108,18,Foundation,EU,Day,0.9,0.73,79.3,0.835,False,False,2,True,0.712,False,Medium
STU001109,17,A-Level,UK,Boarding,0.94,0.683,78.3,0.74,False,False,5,True,0.767,False,Medium
STU001110,15,GCSE,EU,Homestay,0.798,0.576,64.8,0.347,False,False,1,True,0.885,False,High
STU001111,18,Foundation,International,Day,0.863,0.829,65.8,0.626,True,False,0,True,0.993,False,Medium
STU001112,14,GCSE,UK,Homestay,0.977,0.835,69.9,0.64,False,False,1,True,0.802,False,Medium
STU001113,14,GCSE,International,Boarding,1.0,0.891,95.0,0.824,False,False,0,True,0.794,True,Low
STU001114,17,A-Level,UK,Boarding,0.812,0.629,79.6,0.628,False,False,0,True,0.616,False,High
STU001115,17,A-Level,UK,Day,0.875,0.802,85.0,0.684,False,False,0,True,0.876,False,Low
STU001116,18,A-Level,UK,Boarding,0.876,0.809,78.2,0.845,False,False,1,True,0.779,False,Low
STU001117,16,GCSE,UK,Day,0.856,0.755,70.0,0.622,False,False,1,True,0.784,False,Medium
STU001118,18,Foundation,International,Homestay,0.964,0.91,82.6,0.838,False,False,0,True,0.817,False,Low
STU001119,17,A-Level,UK,Boarding,1.0,0.803,67.6,0.726,False,False,0,True,0.931,False,Low
STU001120,15,GCSE,International,Day,0.822,0.75,72.5,0.643,False,False,3,True,0.86,False,Medium
STU001121,18,Foundation,UK,Homestay,0.93,0.93,82.3,0.659,False,False,1,False,0.793,False,Low
STU001122,17,EAP,UK,Boarding,0.921,0.916,82.9,0.752,False,False,1,True,0.991,False,Low
STU001123,18,Foundation,EU,Homestay,0.922,0.93,81.4,0.856,False,False,0,True,0.774,True,Low
STU001124,18,Foundation,International,Day,0.993,1.0,89.2,0.711,False,False,0,True,0.905,False,Low
STU001125,16,A-Level,International,Boarding,0.862,0.851,82.5,0.593,True,False,1,True,0.774,True,Medium
STU001126,17,A-Level,International,Boarding,0.75,0.94,77.0,0.951,False,False,3,True,0.747,False,Low
STU001127,16,GCSE,UK,Boarding,0.799,0.664,69.2,0.721,False,False,2,True,0.804,False,Medium
STU001128,17,A-Level,International,Day,0.825,0.681,48.3,0.762,False,False,2,True,0.897,False,High
STU001129,17,A-Level,UK,Day,0.747,0.516,67.2,0.585,True,True,2,True,0.754,False,High
STU001130,18,A-Level,International,Homestay,0.89,0.919,81.7,0.876,False,False,0,True,0.765,True,Low
STU001131,19,Foundation,International,Day,0.885,0.928,87.3,0.923,False,False,0,True,0.74,True,Low
STU001132,17,A-Level,UK,Homestay,0.772,0.734,68.9,0.625,False,False,3,True,0.857,False,Medium
STU001133,15,GCSE,UK,Day,0.787,0.694,75.7,0.813,False,False,1,True,0.786,True,Medium
STU001134,15,GCSE,International,Homestay,0.752,0.847,82.9,0.829,False,False,3,True,0.726,True,Medium
STU001135,17,A-Level,International,Boarding,0.791,0.615,61.8,0.458,False,False,0,True,0.867,False,High
STU001136,14,GCSE,UK,Boarding,0.936,0.806,81.3,0.817,True,False,3,True,0.744,False,Medium
STU001137,18,Foundation,International,Day,0.881,0.828,66.7,0.685,False,False,1,True,0.794,False,Medium
STU001138,18,A-Level,International,Homestay,0.833,0.815,86.2,0.884,False,False,2,True,0.947,True,Low
STU001139,17,A-Level,UK,Boarding,0.766,0.677,64.1,0.599,False,False,4,True,0.791,True,High
STU001140,18,A-Level,UK,Boarding,0.829,0.678,79.4,0.796,False,False,4,True,0.882,False,Medium
STU001141,19,Foundation,International,Day,0.943,0.64,76.8,0.593,False,False,3,True,0.801,False,Medium
STU001142,18,A-Level,UK,Boarding,0.933,0.963,100.0,0.904,False,False,0,True,0.964,True,Low
STU001143,16,A-Level,UK,Homestay,0.85,0.765,78.9,0.708,True,False,0,True,0.664,False,Medium
STU001144,17,A-Level,EU,Day,0.881,0.784,90.2,0.902,False,False,0,True,0.933,False,Low
STU001145,16,A-Level,International,Boarding,0.776,0.722,74.0,0.613,False,False,0,True,0.918,False,Medium
STU001146,18,Foundation,International,Day,0.846,0.797,80.3,0.786,False,False,0,False,0.71,False,Medium
STU001147,18,Foundation,UK,Homestay,0.881,0.782,66.1,0.959,False,True,0,True,0.776,False,Medium
STU001148,17,A-Level,International,Homestay,0.853,0.767,87.2,0.731,False,False,1,True,0.84,False,Low
STU001149,19,Foundation,International,Day,1.0,0.924,100.0,0.882,False,False,0,True,0.666,False,Low
STU001150,19,Foundation,UK,Day,0.984,0.771,84.0,0.907,False,False,1,True,0.984,False,Low
STU001151,17,Foundation,International,Boarding,0.868,0.796,71.2,0.584,False,False,1,True,0.818,False,Medium
STU001152,18,Foundation,International,Day,0.881,0.799,74.7,0.714,False,False,0,True,0.881,False,Medium
STU001153,17,A-Level,International,Day,1.0,1.0,90.5,0.937,False,False,0,True,0.98,False,Low
STU001154,17,A-Level,International,Day,0.959,0.848,73.5,0.536,False,False,0,True,0.798,False,Medium
STU001155,18,A-Level,UK,Day,0.905,0.993,90.2,0.891,False,False,0,True,0.831,False,Low
STU001156,18,Foundation,EU,Day,0.913,0.743,84.7,0.72,False,False,1,True,0.859,True,Low
STU001157,16,GCSE,EU,Day,0.91,0.952,88.1,0.986,False,False,0,True,0.919,False,Low
STU001158,17,Foundation,International,Day,0.899,0.845,86.1,0.837,False,False,1,True,0.818,False,Low
STU001159,18,Foundation,International,Boarding,0.825,0.857,84.9,0.655,False,False,2,True,0.684,False,Medium
STU001160,15,GCSE,UK,Boarding,0.829,0.87,73.9,0.791,True,False,5,True,0.688,False,Medium
STU001161,18,Foundation,UK,Day,0.799,0.959,96.6,0.912,False,False,1,True,0.829,True,Low
STU001162,15,GCSE,UK,Boarding,0.951,0.841,97.5,0.83,False,False,0,True,0.714,False,Low
STU001163,18,A-Level,International,Homestay,0.891,0.681,84.5,0.697,False,False,1,True,0.588,True,Medium
STU001164,19,Foundation,UK,Day,0.954,0.85,88.8,0.982,False,False,0,False,0.799,True,Low
STU001165,15,GCSE,International,Homestay,0.811,0.732,65.6,0.583,False,False,0,True,0.926,False,Medium
STU001166,18,Foundation,UK,Boarding,0.95,0.736,81.4,0.879,True,False,1,True,0.812,True,Medium
STU001167,17,Foundation,EU,Day,0.991,0.777,80.5,0.537,False,False,1,True,0.883,False,Medium
STU001168,16,A-Level,UK,Day,0.79,0.727,87.4,0.72,False,False,1,True,0.796,False,Medium
STU001169,15,GCSE,International,Boarding,0.865,0.567,67.9,0.652,False,False,2,True,0.864,False,High
STU001170,16,A-Level,EU,Boarding,0.872,0.744,69.4,0.578,False,False,3,True,0.714,False,Medium
STU001171,18,A-Level,International,Day,0.799,0.861,94.1,0.866,False,False,0,False,0.887,False,Low
STU001172,18,EAP,EU,Homestay,0.818,0.723,64.4,0.457,True,False,6,True,0.74,False,High
STU001173,18,A-Level,UK,Boarding,0.939,0.854,86.2,0.939,False,False,1,True,0.773,True,Low
STU001174,17,A-Level,UK,Day,0.836,0.558,59.6,0.505,True,False,3,False,0.522,False,High
STU001175,18,A-Level,International,Day,0.742,0.727,72.0,0.81,False,True,3,True,0.731,False,High
STU001176,17,A-Level,International,Day,0.954,0.707,77.4,0.686,False,False,1,True,0.762,False,Medium
STU001177,18,Foundation,UK,Day,0.845,0.734,72.5,0.526,False,False,4,True,0.734,True,High
STU001178,16,GCSE,International,Day,0.852,0.756,76.9,0.659,False,False,2,True,0.819,False,Medium
STU001179,18,Foundation,UK,Boarding,1.0,0.813,85.8,0.898,False,False,0,True,0.814,False,Low
STU001180,16,A-Level,UK,Boarding,0.928,0.748,68.8,0.66,False,False,0,True,0.795,False,Medium
STU001181,18,EAP,UK,Day,0.843,0.929,91.6,0.811,False,False,3,False,0.815,False,Low
STU001182,18,A-Level,International,Boarding,0.817,0.783,84.3,0.8,False,False,0,True,0.955,False,Low
STU001183,17,A-Level,UK,Day,0.968,0.863,91.5,0.965,False,False,1,True,0.799,False,Low
STU001184,18,EAP,UK,Day,0.963,0.827,79.0,0.841,False,False,0,True,0.954,False,Low
STU001185,15,GCSE,UK,Boarding,0.827,0.746,82.7,0.8,True,False,4,True,0.666,False,Medium
STU001186,19,EAP,UK,Day,0.812,0.958,84.2,0.867,False,False,2,True,0.847,False,Low
STU001187,16,A-Level,EU,Homestay,0.87,0.632,66.4,0.677,True,False,3,True,0.851,False,High
STU001188,15,GCSE,UK,Homestay,0.942,0.995,88.1,0.891,False,False,0,True,0.861,False,Low
STU001189,17,A-Level,UK,Boarding,0.874,0.809,80.4,0.851,False,False,1,True,0.87,True,Low
STU001190,18,Foundation,International,Day,0.823,0.865,71.5,0.73,False,False,0,True,0.797,False,Medium
STU001191,15,GCSE,UK,Day,0.902,0.742,85.0,0.821,False,False,1,False,0.752,False,Low
STU001192,16,A-Level,UK,Day,0.932,0.965,87.8,0.802,False,False,0,True,0.889,False,Low
STU001193,16,A-Level,EU,Boarding,0.866,0.954,90.9,0.805,False,False,0,True,0.801,False,Low
STU001194,17,A-Level,EU,Homestay,0.918,1.0,86.8,0.989,False,False,1,True,0.905,False,Low
STU001195,14,GCSE,International,Boarding,0.925,0.776,80.9,0.65,False,False,1,True,0.916,False,Medium
STU001196,18,Foundation,UK,Boarding,0.98,0.882,85.7,0.852,False,False,0,True,0.752,False,Low
STU001197,19,EAP,International,Boarding,0.871,0.751,75.6,0.795,False,False,0,True,0.862,True,Medium
STU001198,17,EAP,International,Homestay,0.757,0.656,70.8,0.804,True,False,3,True,0.735,False,High
STU001199,18,Foundation,International,Day,0.895,0.866,86.3,0.729,False,False,0,True,0.842,False,Low
STU001200,16,GCSE,UK,Homestay,1.0,0.836,78.7,0.712,False,False,0,True,0.873,False,Low
STU001201,18,Foundation,UK,Boarding,0.777,0.777,86.7,0.722,False,False,0,True,0.852,False,Medium
STU001202,15,GCSE,EU,Day,0.738,0.754,72.3,0.719,False,False,1,True,0.798,False,Medium
STU001203,15,GCSE,International,Homestay,0.892,0.669,89.9,0.677,False,False,1,True,0.718,True,Medium
STU001204,17,A-Level,EU,Homestay,0.794,0.478,51.2,0.364,True,False,2,True,0.667,False,High
STU001205,18,A-Level,UK,Boarding,0.885,0.815,75.6,0.634,False,False,2,True,1.0,True,Medium
STU001206,19,Foundation,UK,Homestay,0.883,0.911,71.8,0.947,False,False,0,True,0.91,False,Low
STU001207,17,A-Level,International,Day,0.97,0.916,89.2,0.972,False,False,1,True,0.895,False,Low
STU001208,16,A-Level,International,Day,0.897,0.813,87.8,0.694,False,False,2,True,0.782,False,Low
STU001209,16,A-Level,UK,Day,0.957,1.0,84.8,0.997,False,False,1,True,0.856,True,Low
STU001210,17,EAP,UK,Boarding,0.727,0.776,78.3,0.688,False,False,2,True,0.959,False,Medium
STU001211,16,A-Level,UK,Day,0.863,0.731,68.9,0.554,False,False,1,True,0.892,True,Medium
STU001212,17,A-Level,EU,Day,0.843,0.792,79.5,0.693,False,False,0,True,0.751,False,Medium
STU001213,15,GCSE,International,Boarding,0.74,0.851,83.6,0.75,False,False,0,True,0.791,False,Medium
STU001214,17,Foundation,International,Day,0.907,0.764,94.2,0.72,False,False,0,False,0.668,False,Low
STU001215,18,A-Level,International,Day,0.893,0.85,91.2,0.824,False,False,0,True,0.781,False,Low
STU001216,14,GCSE,UK,Day,0.867,0.789,76.8,0.752,False,False,1,True,0.865,False,Medium
STU001217,15,GCSE,International,Day,0.86,0.638,58.6,0.644,True,False,2,True,0.701,False,High
STU001218,17,A-Level,International,Day,0.907,0.833,86.5,0.851,False,False,0,True,0.938,False,Low
STU001219,17,A-Level,International,Day,0.926,0.763,87.8,0.894,True,False,2,True,0.921,False,Low
STU001220,17,A-Level,International,Day,0.945,0.929,86.2,0.797,False,False,1,True,0.839,False,Low
STU001221,16,EAP,UK,Day,0.923,0.835,81.1,0.886,False,False,2,True,0.775,False,Low
STU001222,15,GCSE,International,Day,1.0,0.767,80.8,0.562,True,False,1,True,0.834,False,Medium
STU001223,17,A-Level,International,Homestay,0.85,0.926,84.1,0.9,False,False,1,True,0.732,False,Low
STU001224,19,EAP,International,Day,0.805,0.852,76.3,0.698,False,False,1,True,0.792,True,Medium
STU001225,17,A-Level,UK,Boarding,0.982,0.822,83.8,0.689,False,False,0,True,0.815,False,Low
STU001226,17,A-Level,International,Day,0.987,0.897,88.0,0.901,False,True,0,True,0.822,True,Low
STU001227,17,A-Level,EU,Day,0.856,0.817,70.8,0.689,False,False,1,False,0.647,False,Medium
STU001228,18,A-Level,UK,Day,0.996,0.867,71.6,0.715,False,False,0,True,0.851,False,Low
STU001229,17,EAP,UK,Homestay,0.863,0.698,67.7,0.753,False,False,1,True,0.843,False,Medium
STU001230,17,A-Level,International,Day,0.941,0.906,76.3,0.627,False,False,1,True,0.833,False,Low
STU001231,19,Foundation,UK,Boarding,0.945,0.832,95.2,0.721,False,False,0,True,0.856,True,Low
STU001232,15,GCSE,UK,Boarding,0.856,0.886,79.8,0.838,False,False,1,True,0.831,True,Low
STU001233,14,GCSE,International,Day,0.974,0.866,84.3,0.85,True,False,1,True,0.887,False,Low
STU001234,15,GCSE,International,Homestay,1.0,0.906,82.4,0.788,False,False,0,True,0.997,True,Low
STU001235,16,A-Level,International,Day,0.829,0.716,69.0,0.641,False,False,0,True,0.746,False,Medium
STU001236,17,A-Level,UK,Day,0.914,0.891,91.8,0.811,False,False,1,True,0.852,False,Low
STU001237,18,Foundation,International,Day,0.964,0.823,66.7,0.586,False,False,1,True,0.8,False,Medium
STU001238,18,A-Level,UK,Day,0.768,0.848,88.9,0.836,False,False,1,True,0.827,False,Low
STU001239,18,EAP,UK,Day,0.902,0.715,78.3,0.797,False,False,1,True,0.811,False,Medium
STU001240,15,GCSE,UK,Boarding,0.784,0.579,67.8,0.559,False,False,1,True,0.705,True,High
STU001241,18,Foundation,International,Day,0.947,0.93,96.9,0.984,False,False,1,True,0.851,False,Low
STU001242,19,Foundation,UK,Boarding,0.906,0.793,90.6,0.793,False,False,0,True,0.945,False,Low
STU001243,17,Foundation,UK,Day,0.874,0.881,75.1,0.722,False,False,0,True,0.775,False,Low
STU001244,18,Foundation,UK,Homestay,0.79,0.778,70.1,0.982,False,False,0,True,0.771,False,Medium
STU001245,17,Foundation,EU,Day,0.858,0.839,67.7,0.703,False,False,0,True,0.71,False,Medium
STU001246,17,A-Level,International,Boarding,0.936,0.732,81.0,0.861,False,False,0,True,0.76,True,Low
STU001247,15,GCSE,International,Boarding,0.897,0.709,71.9,0.817,False,False,2,True,0.948,False,Medium
STU001248,15,GCSE,UK,Day,0.983,0.809,71.9,0.671,False,False,0,True,1.0,True,Low
STU001249,17,EAP,UK,Day,0.979,0.898,89.9,0.824,False,False,2,True,0.96,False,Low
STU001250,18,A-Level,UK,Day,0.976,0.894,89.0,0.759,False,False,0,True,0.873,False,Low
STU001251,18,Foundation,International,Day,0.862,0.789,73.4,0.556,False,False,1,True,0.851,True,Medium
STU001252,17,A-Level,UK,Day,0.921,0.751,73.2,0.529,False,False,2,True,0.918,False,Medium
STU001253,16,GCSE,UK,Boarding,0.832,0.645,69.9,0.444,False,False,2,True,0.772,False,High
STU001254,16,GCSE,EU,Day,0.812,0.658,63.0,0.641,False,False,1,True,0.781,True,High
STU001255,17,A-Level,UK,Boarding,0.983,0.67,80.7,0.673,False,False,2,True,0.637,False,Medium
STU001256,18,A-Level,UK,Day,0.817,0.765,79.6,0.606,False,False,1,True,1.0,False,Medium
STU001257,14,GCSE,UK,Homestay,0.809,0.651,80.6,0.644,False,False,1,True,0.814,False,Medium
STU001258,17,A-Level,UK,Day,0.907,0.823,68.3,0.759,False,False,1,True,0.954,True,Medium
STU001259,16,GCSE,EU,Day,0.881,0.841,83.3,0.689,False,False,1,True,0.768,False,Low
STU001260,17,A-Level,International,Day,0.887,1.0,88.2,0.665,False,False,3,True,0.847,False,Low
STU001261,17,A-Level,UK,Day,1.0,0.944,100.0,1.0,False,False,1,True,0.826,True,Low
STU001262,18,Foundation,UK,Boarding,0.83,0.677,72.8,0.73,False,False,1,True,0.662,False,Medium
STU001263,17,A-Level,International,Boarding,0.935,0.889,84.7,0.89,False,False,0,True,0.861,False,Low
STU001264,17,A-Level,International,Boarding,0.906,0.606,70.2,0.609,False,False,0,True,0.858,False,Medium
STU001265,15,GCSE,UK,Boarding,0.971,0.894,85.0,0.927,False,False,0,True,0.941,True,Low
STU001266,16,GCSE,International,Homestay,0.845,0.74,68.6,0.644,False,False,2,False,0.804,True,Medium
STU001267,17,A-Level,UK,Boarding,0.842,0.859,72.7,1.0,True,False,1,True,0.858,False,Medium
STU001268,16,A-Level,International,Day,0.908,0.846,74.1,0.601,False,False,0,True,0.788,True,Medium
STU001269,18,A-Level,International,Day,0.8,0.75,76.1,0.582,False,False,2,True,0.781,True,Medium
STU001270,17,A-Level,EU,Day,0.774,0.663,65.1,0.675,False,False,0,True,0.846,False,High
STU001271,16,A-Level,EU,Boarding,0.899,0.897,86.6,0.712,False,False,2,True,0.947,False,Low
STU001272,17,Foundation,UK,Day,0.994,0.924,84.7,0.686,False,False,1,True,0.91,True,Low
STU001273,18,Foundation,International,Boarding,0.875,0.807,87.0,0.951,False,False,0,True,0.764,False,Low
STU001274,14,GCSE,EU,Day,0.885,0.724,84.8,0.892,False,False,0,True,0.874,False,Low
STU001275,16,A-Level,International,Homestay,0.981,0.665,76.0,0.75,False,False,0,True,0.652,False,Medium
STU001276,15,GCSE,UK,Homestay,0.89,0.89,92.5,0.851,False,False,1,False,0.825,False,Low
STU001277,15,GCSE,EU,Day,0.954,0.983,98.2,0.93,False,False,1,True,0.726,True,Low
STU001278,18,EAP,EU,Homestay,1.0,0.857,77.8,0.849,False,False,0,True,0.771,False,Low
STU001279,16,GCSE,UK,Homestay,0.86,0.74,70.3,0.636,False,False,1,True,0.975,False,Medium
STU001280,17,A-Level,UK,Homestay,0.888,0.905,83.3,0.903,False,False,0,True,0.889,False,Low
STU001281,17,A-Level,UK,Day,0.928,0.903,93.7,0.903,False,False,1,True,0.771,False,Low
STU001282,18,Foundation,International,Boarding,0.937,0.751,82.8,0.597,True,False,1,True,0.828,False,Medium
STU001283,18,A-Level,International,Day,0.828,0.918,81.3,0.838,True,False,2,True,1.0,False,Medium
STU001284,14,GCSE,International,Boarding,0.951,0.769,88.3,0.636,False,False,3,True,0.824,False,Low
STU001285,18,A-Level,UK,Boarding,0.924,0.855,80.9,0.811,False,False,0,True,0.822,False,Low
STU001286,16,A-Level,International,Boarding,0.895,0.719,86.3,0.655,False,False,2,True,0.74,False,Medium
STU001287,16,GCSE,International,Day,0.871,0.876,88.0,0.741,False,False,1,True,0.829,False,Low
STU001288,17,A-Level,UK,Homestay,0.857,0.908,83.4,0.75,False,False,1,True,0.839,False,Low
STU001289,15,GCSE,UK,Day,1.0,0.969,96.7,1.0,False,False,0,True,0.925,True,Low
STU001290,15,GCSE,UK,Day,0.754,0.661,70.2,0.475,False,True,0,True,0.793,False,High
STU001291,17,A-Level,International,Boarding,0.799,0.817,72.5,0.617,False,False,1,True,0.872,True,Medium
STU001292,15,GCSE,UK,Homestay,0.917,0.756,73.6,0.687,False,False,1,True,0.899,True,Medium
STU001293,17,A-Level,UK,Homestay,0.914,0.857,86.8,0.801,False,False,0,True,0.906,False,Low
STU001294,17,A-Level,UK,Boarding,0.93,0.682,75.5,0.731,False,False,0,True,0.772,False,Medium
STU001295,17,Foundation,International,Day,0.839,0.686,70.5,0.494,False,False,2,True,0.788,False,High
STU001296,14,GCSE,UK,Day,0.828,0.773,89.0,0.791,False,False,2,True,0.884,True,Low
STU001297,15,GCSE,UK,Day,0.88,0.947,80.7,0.886,False,False,0,True,0.918,False,Low
STU001298,14,GCSE,UK,Day,0.898,0.747,82.7,0.765,True,False,1,True,0.897,False,Medium
STU001299,17,A-Level,UK,Day,0.761,0.62,67.5,0.617,True,False,2,True,0.706,True,High
STU001300,18,Foundation,UK,Day,0.911,0.964,78.6,0.814,False,False,0,True,0.788,False,Low
STU001301,15,GCSE,EU,Day,0.864,0.702,64.0,0.573,False,False,2,True,0.989,True,Medium
STU001302,17,EAP,International,Homestay,0.793,0.862,65.3,0.884,False,False,1,True,0.898,False,Medium
STU001303,15,GCSE,International,Boarding,0.81,0.88,77.1,0.754,False,False,2,True,0.781,True,Low
STU001304,16,A-Level,International,Boarding,0.964,0.775,72.8,0.72,False,False,0,True,0.948,False,Low
STU001305,17,Foundation,UK,Day,0.858,0.865,81.7,0.776,False,False,0,True,0.596,False,Low
STU001306,17,Foundation,International,Day,0.987,0.864,88.9,0.948,False,False,1,True,0.844,False,Low
STU001307,19,Foundation,UK,Day,0.897,0.925,74.8,0.924,False,False,1,True,0.779,False,Low
STU001308,17,Foundation,UK,Day,0.804,0.824,63.4,0.733,False,False,2,True,0.763,True,Medium
STU001309,17,A-Level,International,Boarding,0.933,0.876,91.5,1.0,False,False,0,True,0.949,False,Low
STU001310,17,Foundation,International,Day,0.844,0.668,74.9,0.924,False,False,2,True,0.826,False,Medium
STU001311,14,GCSE,EU,Homestay,0.82,0.635,61.5,0.707,True,False,5,True,0.692,False,High
STU001312,18,Foundation,International,Homestay,0.908,0.778,71.8,0.704,True,False,0,True,1.0,False,Medium
STU001313,17,A-Level,International,Day,0.78,0.629,68.6,0.657,False,True,1,True,0.734,False,High
STU001314,19,Foundation,International,Day,0.869,0.776,86.1,0.795,False,False,0,True,0.863,False,Low
STU001315,18,A-Level,International,Homestay,0.824,0.795,77.1,0.708,False,False,1,True,0.768,True,Medium
STU001316,17,A-Level,International,Boarding,0.817,0.813,83.1,0.922,False,False,4,True,1.0,True,Low
STU001317,17,A-Level,UK,Boarding,0.867,0.748,81.8,0.628,False,False,0,True,0.78,False,Medium
STU001318,18,Foundation,UK,Boarding,0.84,0.752,84.6,0.819,False,False,0,False,0.662,True,Medium
STU001319,15,GCSE,International,Day,0.881,0.841,84.0,0.486,False,False,1,True,0.843,False,Medium
STU001320,16,GCSE,UK,Day,0.917,0.77,68.8,0.788,False,True,0,True,0.975,False,Medium
STU001321,15,GCSE,UK,Day,0.804,0.777,55.6,0.797,False,True,2,True,0.669,False,High
STU001322,15,GCSE,UK,Day,0.744,0.754,66.4,0.787,True,False,1,True,0.714,True,High
STU001323,18,Foundation,UK,Day,0.945,0.735,85.4,0.734,False,False,0,True,0.9,False,Low
STU001324,14,GCSE,International,Day,0.847,0.733,74.0,0.626,False,False,2,True,0.715,False,Medium
STU001325,19,EAP,International,Homestay,1.0,0.922,99.0,0.973,False,False,0,True,0.959,True,Low
STU001326,17,A-Level,EU,Boarding,0.871,0.908,76.2,0.886,False,False,1,True,0.824,True,Low
STU001327,15,GCSE,International,Day,0.89,0.785,73.1,0.703,False,False,0,True,0.841,False,Medium
STU001328,17,Foundation,International,Day,0.669,0.461,53.7,0.413,True,True,4,True,0.654,False,High
STU001329,18,A-Level,EU,Boarding,0.819,0.729,74.4,0.591,False,False,2,True,0.788,True,Medium
STU001330,16,A-Level,International,Day,0.74,0.792,75.9,0.672,False,False,1,True,0.787,False,Medium
STU001331,18,A-Level,UK,Boarding,0.921,0.728,74.4,0.594,False,False,0,True,0.911,True,Medium
STU001332,17,Foundation,UK,Homestay,0.855,0.752,75.0,0.797,True,False,1,True,0.903,False,Medium
STU001333,16,GCSE,UK,Boarding,0.944,0.783,90.7,0.662,False,False,0,True,0.977,False,Low
STU001334,18,EAP,International,Day,0.957,0.891,84.7,0.822,False,False,0,True,0.849,False,Low
STU001335,17,EAP,EU,Boarding,0.967,0.861,95.0,0.967,False,False,0,True,0.809,True,Low
STU001336,17,A-Level,International,Day,0.884,0.964,85.0,0.792,False,False,1,True,0.789,False,Low
STU001337,15,GCSE,International,Day,0.906,1.0,97.8,0.971,False,False,1,True,0.701,False,Low
STU001338,16,A-Level,UK,Day,0.941,0.872,85.9,0.941,False,False,0,True,0.681,False,Low
STU001339,16,GCSE,UK,Homestay,0.844,0.883,76.7,0.585,False,False,0,True,0.827,True,Medium
STU001340,15,GCSE,EU,Day,0.78,0.557,65.0,0.752,False,True,3,True,0.784,False,High
STU001341,17,A-Level,UK,Homestay,1.0,0.947,93.8,0.818,False,False,1,True,0.811,False,Low
STU001342,16,A-Level,International,Day,0.774,1.0,74.0,0.841,False,False,0,True,0.854,False,Low
STU001343,18,Foundation,EU,Day,0.935,0.847,81.4,0.864,False,False,0,True,1.0,False,Low
STU001344,19,Foundation,EU,Boarding,0.924,0.881,87.4,0.736,False,False,1,True,0.842,False,Low
STU001345,18,Foundation,UK,Day,0.821,0.864,80.1,0.807,False,False,1,True,0.914,False,Low
STU001346,18,A-Level,International,Day,0.853,0.742,70.5,0.69,False,False,3,True,0.86,False,Medium
STU001347,18,A-Level,International,Day,0.875,0.806,77.2,0.666,False,False,2,True,0.782,False,Medium
STU001348,16,A-Level,International,Day,0.915,0.948,89.9,0.748,False,False,2,True,0.789,False,Low
STU001349,17,EAP,International,Day,0.925,0.786,90.1,0.846,False,False,2,True,0.803,False,Low
STU001350,16,GCSE,EU,Boarding,0.898,0.902,77.9,0.89,False,False,1,True,1.0,False,Low
STU001351,18,Foundation,UK,Boarding,0.913,0.881,94.3,0.731,False,False,3,True,0.817,False,Low
